Ticker,CIK
yj,1759614
bfz,1137391
ffic,923139
prth,1653558
ello,946394
btaq,1815526
ortx,1748907
mdvl,1402479
kbal,55772
awp,1390195
bnft,1576169
gut,1080720
co,1467808
twnd,1814215
vsec,102752
bui,1528988
insw,1679049
harp,1708493
axdx,727207
deh,1812173
rmt,912147
itrn,1337117
cdev,1658566
cnbka,812348
bbdc,1379785
free,1753706
yac,1815302
akba,1517022
snr,1610114
min,826735
nan,1074769
hffg,1680873
muj,1053988
iiin,764401
mhn,1038186
mtw,61986
wndw,1071840
acnd,1805651
dba,1383082
bdsi,1103021
mbwm,1042729
stk,1471420
fra,1259708
wuyi,1687065
hmhc,1580156
gp,1584547
crcw,1688126
dpg,1515671
miy,890393
ebf,33002
tell,61398
orph,1764791
wve,1631574
urgn,1668243
srlp,1525287
bcyc,1761612
mwk,1757715
frph,844059
wttr,1693256
amal,1823608
gss,903571
nsrpf,1536674
hckt,1057379
wftlf,1603923
ccap,1633336
hmtv,1567345
axti,1051627
gco,18498
titn,1409171
rada,761238
amc,1411579
nbr,1163739
wimi,1770088
hbt,775215
ffntf,1783875
aenz,1572621
agle,1636282
bfst,1624322
lxfr,1096056
edd,1388141
flic,740663
dgns,1827075
asa,1230869
mux,314203
omp,1652133
sbr,710752
surf,1718108
dgica,800457
sftw,1753539
dac,1369241
piai,1819175
avdl,1012477
ztr,836412
crd-a,25475
pgc,1050743
vrna,1657312
mlr,924822
nnax,1132509
mcf,1071993
imra,1672619
dx,826675
ccbg,726601
cio,1593222
vpg,1487952
athx,1368148
hci,1400810
bcei,1509589
sspk,1779474
aray,1138723
vrs,1421182
dmtk,1651944
jaggf,1333849
afb,1162027
gnus,1355848
aef,846676
etb,1308927
ezoo,1752372
qh,1781193
soac,1798562
beem,1398805
vstm,1526119
xpoa,1821742
hpf,1189740
mpaa,918251
fiii,1784168
acam,1759008
ryam,1597672
rgp,1084765
cpsi,1169445
acre,1529377
rtto,1646576
cue,1645460
hear,1493761
evi,65312
ibcp,39311
nh,1566469
ara,1498068
vhc,1082324
allt,1365767
pmx,1181506
eto,1281926
dnn,1063259
olp,712770
aciu,1651625
uavs,8504
rvp,946563
pflt,1504619
bkrp,1580095
opy,791963
jpdyy,1615026
srac,1781162
eqos,1790515
infu,1337013
gbli,1494904
nog,1104485
dmlp,1172358
sgu,1002590
mov,72573
tpvg,1580345
idya,1676725
bkt,832327
vacq,1819994
bym,1181187
iaca,1821018
msbi,1466026
stxs,1289340
ke,1606757
esgc,1532981
nev,1469392
plm,866028
pmm,844790
cnce,1367920
ncz,1227857
pdac,1821317
wia,1254370
cutr,1162461
trc,96869
axu,1364128
orc,1518621
msb,65172
rfl,1713863
viot,1742770
fcbc,859070
cnsl,1304421
blct,1791278
dxpe,1020710
cogt,1622229
casi,895051
alpn,1626199
bsn,1815805
rcel,1762303
mgta,1690585
dske,1642453
mofg,1412665
dspg,915778
lptv,1643988
newt,1587987
apto,882361
plg,1095052
hawel,46207
crai,1053706
dsm,855887
pkoh,76282
puyi,1750264
igic,1794338
imux,1280776
hoft,1077688
ibex,1720420
mmt,809173
tei,909112
bh,1726173
tcda,1595585
mcr,851170
pddtf,1718226
pll,1728205
hesm,1789832
expc,1779128
gstx,1497649
trvn,1429560
rpla,1763731
ctso,1175151
mbi,814585
egan,1066194
jri,1539337
soi,1697500
huiz,1778982
cplg,1707178
cste,1504379
atro,8063
legh,1436208
wtrh,1653247
sndl,1766600
prog,1580063
iea,1652362
alus,1781115
asg,786035
jynt,1612630
oia,835333
ctmx,1501989
gtxmq,1735707
bmtm,1568385
avxl,1314052
hook,1760542
mcs,62234
rrbi,1071236
nrgx,1756908
cala,1496671
ccac,1794621
bsrr,1130144
fmnb,709337
ble,1176194
apts,1481832
erc,1227073
tnk,1419945
pfl,1244183
eex,1579214
glo,1350869
mcbs,1747068
anip,1023024
itegy,1579597
sgc,95574
fngr,1602409
plym,1515816
dlth,1649744
txmd,25743
nodk,1681206
loop,1504678
fulc,1680581
senea,88948
cdak,1659352
pmf,1140392
ipldp,52485
conn,1223389
cprx,1369568
sxc,1514705
tgb,878518
cbmg,1378624
selb,1453687
ndls,1275158
ins,320340
ybgj,895464
alpp,1606698
ddlx,1643194
rmni,1635282
jgh,1615905
ccne,736772
jro,1289213
thry,1556739
powl,80420
glto,1800315
grif,1037390
men,844172
inbt,1657803
rmm,1771226
npa,1780312
rfi,891290
artna,863110
cla,1816581
taco,1585583
cpsr,1805087
fisi,862831
meip,1262104
pcq,1140411
gevo,1392380
clfd,796505
usx,923571
nsco,1709682
abus,1447028
glog,1534126
hyi,1497186
spfi,1163668
kldi,1752474
redu,1712178
land,1495240
bwb,1341317
myj,884216
sor,91847
rdhl,1553846
acv,1636289
tdw,98222
ffa,1291334
vygr,1640266
oac,1773751
ipha,1598599
oacb,1820931
lcut,874396
ngl,1504461
gain,1321741
peri,1338940
usas,1286973
cdzi,727273
gilt,897322
fdbc,1098151
ltrpa,1606745
gnty,1058867
hafc,1109242
gci,1579684
peo,216851
uxin,1729173
nbev,1579823
dzsi,1101680
tschy,1614483
tgls,1534675
ufpt,914156
ucl,1775898
gmhly,1438848
vtru,1805012
este,10254
fof,1375340
txcb,1006840
gldg,1538847
spke,1606268
intz,736012
cresy,1034957
crsa,1723648
wsr,1175535
smti,714256
ccrn,1141103
eigr,1305253
gf,858706
psf,1498612
dl,1438644
rgs,716643
gwrs,1434728
osmt,1739426
ooma,1327688
xxii,1347858
vrtv,1599489
uec,1334933
camp,730255
tisi,318833
tffp,1733413
agmh,1705402
fbio,1429260
tast,809248
rdvt,1720116
flnt,1460329
bhb,743367
icad,749660
kldo,1751299
scpl,1760717
ptac,1784535
cmpi,1651431
htbi,1538263
ecc,1604174
empw,1822928
rm,1519401
nmy,897424
asaq,1819510
srt,1031029
rice,1823766
fiv,1687081
coms,1178727
oesx,1409375
codx,1692415
stcb,1539850
ogi,1620737
wti,1288403
ksmt,1814824
catn,1632275
wtba,1166928
plpc,80035
acbi,1461755
hpx,1809353
idt,1005731
utmd,706698
eot,1454741
vlgea,103595
supv,1517399
chn,845379
voxx,807707
vmd,1729149
bte,1279495
ston,1753886
gik,1802749
cmrx,1117480
myc,882152
fc,886206
vntr,1705682
eqbk,1227500
atom,1420520
qd,1692705
kalv,1348911
rick,935419
mqt,887394
esca,33488
wsg,1771279
lrmr,1374690
caba,1759138
mvt,897269
cswc,17313
fct,1282850
gpm,1310709
leju,1596856
fdus,1513363
scvx,1794717
gdlc,1729997
cstr,1676479
clii,1821159
hayn,858655
frgi,1534992
leu,1065059
rrgb,1171759
ebtc,1018399
ufi,100726
rbnc,1606440
cspr,1598674
rcs,916183
cdxc,1386570
ht,1063344
cznc,810958
nxtc,1661059
acrs,1557746
aspl,1819516
rbb,1499422
gnk,1326200
pnnt,1383414
vpv,895528
nca,818851
etm,1067837
ubx,1463361
bgh,1521404
vyne,1566044
fbnk,1511198
cnlhn,23426
itic,720858
gpl,1300050
yrd,1631761
pdli,882104
sv,1822966
num,878198
lnd,1499849
silc,916793
evm,1177161
natr,275053
lndc,1005286
mue,1071899
acev,1813658
kirk,1056285
ois,1121484
prtk,1178711
dbvt,1613780
ngvc,1547459
dbdr,1823144
hqda,1304730
kor,1507964
irmd,1325618
viao,1769116
aldx,1341235
vrca,1660334
bkn,894242
luna,1239819
hrtg,1598665
bry,1705873
kio,1515940
nxp,883618
cia,24090
otic,1493566
nsh,1816017
sbg,1816708
ncmi,1377630
mcb,1476034
osbc,357173
amnb,741516
kmda,1567529
wilc,1030997
pck,1170300
smmf,811808
twi,899751
npv,897421
sona,1325670
acet,1720580
glad,1143513
rlgt,1171155
valu,717720
lmnr,1342423
emf,809708
ivc,742112
nuo,878200
aone,1816613
btbt,1710350
inbk,1562463
stxb,1499453
bxc,1301787
smbc,916907
cgro,1799611
nbh,1178839
rekr,1697851
thm,1134115
kxin,1713539
rcar,1016708
lmrk,1615346
tonj,1389518
krmd,704440
jvczy,1534648
mcbc,1053584
mav,1258943
duc,894239
smbk,1038773
nxq,885733
tyg,1268533
clmt,1340122
mhi,1223026
livx,1491419
epix,1633932
care,1829576
tmq,1543418
fei,1556336
altg,1759824
cmcm,1597835
noa,1368519
mtrx,866273
mfm,801961
sfst,1090009
grtx,1563577
tsi,809559
cntg,1757097
klr,1719489
dbl,1525201
pfis,1056943
crmd,1410098
anh,1047884
brg,1442626
jnce,1640455
pbfs,1769663
whf,1552198
fnlc,765207
ftf,1233087
nvec,724910
mci,275694
jhd,1666735
iif,916618
aeye,1362190
gdo,1472341
gsm,1639877
civb,944745
rvi,1735184
lchd,1715433
ctic,891293
pke,76267
lmpx,1731727
chma,1339469
mec,1766368
bgt,1287480
next,1612720
aspu,1487198
sava,1069530
ezpw,876523
aug,1514597
kmf,1500096
gfasy,1389207
lci,57725
litb,1523836
vra,1495320
pht,1166258
cvgi,1290900
gpja,41091
ocn,873860
vih,1820302
dssi,1761940
mulg,1629665
ueps,1041514
goro,1160791
cvlg,928658
edn,1395213
logc,1664106
nnbr,918541
gtyh,1682325
agrx,1261249
jfu,1619544
atax,1059142
bwg,1504545
phd,1305767
mixt,1576914
bgfv,1156388
pcsb,1691337
ibio,1420720
sj,1753673
qmco,709283
tara,1359931
fmao,792966
gfn,1342287
odc,74046
lctx,876343
brt,14846
nwpx,1001385
latn,1766146
uryl,1652842
nuw,1450445
spxx,1338561
itmr,1613170
flxs,37472
pcyo,276720
dmb,1565381
kzr,1645666
hchc,1006837
aout,1808997
flmn,1703785
ccb,1437958
mnov,1226616
ptsi,798287
shmp,1465470
fst,1815737
mtt,1454021
jof,859796
trns,99302
vist,1762506
fins,1745059
safly,1538028
gau,1377757
vtn,883265
glre,1385613
ssss,1509470
xers,1346302
mvbf,1277902
ftiv,1777835
cem,1488775
mgu,1326390
raca,1811764
anpcy,1620678
bvh,315858
yrcw,716006
tlsa,1723069
fpi,1591670
hzn,1637655
hbcp,1436425
pays,1496443
flc,1245648
cnf,1733868
emx,1285786
fsbw,1530249
igi,1462586
fkwl,722572
immr,1058811
htzgq,1657853
clpt,1285550
petx,1509190
blu,1259942
ruhn,1753268
hsaq,1814114
evf,1070732
tlys,1524025
mogu,1743971
cinr,1575051
jrs,1158289
apyx,719135
etx,1563696
ajx,1614806
vbf,5094
dhy,1061353
bctg,1819133
acrdf,1762359
ghl,1282977
thca,1773087
scpe,1764301
pvbc,1778784
alco,3545
csse,1679063
fly,1407298
cece,3197
dbo,1383058
hrzn,1487428
fxe,1328598
splp,1452857
ftsi,1529463
lpi,1528129
pfd,868578
iti,350868
kopn,771266
lgi,1278211
tela,1561921
ags,1593548
gix,1770141
cofs,803164
fve,1159281
gwgh,1522690
bned,1634117
suns,1508171
gsv,1321847
sar,1377936
aptx,1674365
bblg,1419554
xone,1561627
tci,733590
pwfl,1774170
hbb,1709164
mdwt,355379
emp,66901
je,1538789
nl,72162
ciso,1777319
pzc,1181504
crnt,1119769
biox,1769484
mg,1436126
tk,911971
ctra,1704715
atlo,1132651
mhd,1034665
evc,1109116
scty,1265107
tbnk,1447051
hov,357294
pmvc,1807765
mson,880432
oiim,1095348
ncna,1709626
gcbc,1070524
fgovf,1064052
wrap,1702924
ocsi,1577791
nhs,1487610
insi,30125
jce,1385763
dfns,1777946
uihc,1401521
enx,1177162
jco,1686142
fcap,1070296
tnav,1474439
mlp,63330
eoss,1651958
tour,1597095
acnb,715579
aft,1502573
sbt,1680379
orrcf,1390352
shsp,1506439
evg,1287498
poww,1015383
hbmd,1390162
onct,1260990
mbio,1680048
lyts,763532
cveo,1590584
mesa,810332
nxr,888411
ffmgf,1641229
smsi,948708
nath,69733
aqst,1398733
pfhd,1630856
pds,1013605
enj,71508
srga,1760173
amci,1744494
fen,1284940
slgl,1684693
dhf,1057861
tmst,1598428
axla,1633070
ueec,1096938
optn,1494650
gnss,924383
mtcr,1634379
aku,1776197
gwac,1819989
nwfl,1013272
dakt,915779
byrn,1354866
caas,1157762
eton,1710340
prqr,1612940
arya,1808805
ivh,1568292
asps,1462418
grx,1391437
novs,1807707
inb,1395057
pim,830622
bivi,1580149
borr,1715497
adma,1368514
eod,1386067
cerc,1534120
pgsvy,902053
mxwl,319815
nro,1261166
eht,1665817
itrg,1722387
rcky,895456
scd,1270131
nrim,1163370
mtnb,1582554
bgr,1306550
twn,804123
lumo,1126234
bsl,1486298
tusk,1679268
blsa,1823200
efl,1701167
mist,1408443
lake,798081
aif,1526697
asmb,1426800
gtt,1315255
uti,1261654
linc,1286613
bset,10329
spok,1289945
ihit,1682811
tsbk,1046050
aaoi,1158114
ide,1417802
ptvca,9346
mpb,879635
hyb,825345
gne,1528356
wmc,1465885
amrk,1591588
ipi,1421461
nksh,796534
pfbi,887919
nept,1401395
xnet,1510593
fund,825202
strt,933034
hurc,315374
belfa,729580
sien,1551693
samg,1549966
emo,1517518
gsl,1430725
tccr,1108645
mbii,1441693
bbcp,1703956
nmtr,1551986
opp,1678130
cslt,1433714
hysr,1481028
jtd,1397173
fcbp,1716697
pypd,1611842
nsl,1093428
ggt,921671
fdeu,1646109
crhm,1461119
fvcb,1675644
mhld,1412100
evfm,1618835
rgco,1069533
bgio,1691433
scps,1772028
actg,934549
mxf,65433
glyc,1253689
arl,1102238
dgl,1383055
sify,1094324
kvhi,1007587
otlk,1649989
pcom,1204413
bkcc,1326003
znog,1131312
nml,1562051
imv,1734768
mpa,891038
gnft,1757064
ipatf,1715925
pana,1811063
culp,723603
czfs,739421
wlfc,1018164
fenc,1211583
ayro,1086745
egle,1322439
niq,1564584
swkh,1089907
myf,882153
sncr,1131554
oncs,1444307
ds,1175483
wism,1756640
vnrx,93314
kf,748691
cybe,768411
orrf,826154
mdca,876883
tgrf,1551286
avnw,1377789
acp,1503290
nen,746514
ntp,829365
cto,23795
drtt,1340476
wbai,1517496
cmcl,766011
stim,1227636
lcnb,1074902
cvcy,1127371
sic,1723866
btu,1064728
msd,904112
fxy,1353613
mdna,1807983
gpp,1635650
sqns,1383395
gnln,1743745
alsk,1089511
gmlp,1415916
nymx,1018735
nc,789933
fif,1513789
bny,1137390
kin,1561743
gpx,70415
pkbk,1315399
ecf,793040
cato,18255
ctk,1734262
glq,1316463
salt,1587264
onds,1646188
quad,1481792
dbb,1383084
strs,885508
mark,1368365
cnty,911147
ft,833040
cmct,908311
jfin,1743102
tlc,1722890
ckpt,1651407
pwod,716605
mhh,1437226
bcbp,1228454
nbn,811831
pdlb,1703489
mlac,1807594
ptgef,1095435
jhs,759866
cwco,928340
atto,1606457
cbnk,1419536
cix,1049606
nbse,1173281
eskyf,1010559
srra,1290149
cbh,1701809
eryp,1624422
feng,1509646
sgam,1820201
dmf,839122
bw,1630805
idn,1040896
chs,897429
liqt,1307579
frsx,1691221
spi,1210618
cmls,1058623
nr,71829
istr,1602658
ceix,1710366
essc,1760683
gleo,1784851
atxg,1650101
exfo,1116284
gnpx,1595248
fccy,1141807
at,1419242
bcml,1730984
soly,1548187
tedu,1592560
stg,1723935
fgbi,1408534
naz,892992
rmbi,1767837
gaia,1089872
osg,75208
seco,1633441
ggm,1551949
sifi,1500213
sbbp,1634432
aunff,1507713
ivac,1001902
wbqnl,1785494
unty,920427
psti,1158780
inf,1522807
mrcc,1512931
teaf,1704299
hlxa,1821586
nrp,1171486
ocx,1642380
gv,42316
cih,1749797
apt,884269
shbi,1035092
lfac,1721386
bta,1343793
jdd,1255821
mus,1058234
gsit,1126741
brid,14177
pme,1517130
genc,64472
muh,1038190
bgx,1504234
thtx,1512717
tipt,1393726
wea,1163792
hbio,1123494
bbk,1167467
xcur,1698530
fsdc,1816736
pfo,882071
wrn,1364125
ttoo,1492674
clxt,1705843
hlan,844959
prgx,1007330
scor,1158172
cik,810766
cvly,806279
nak,1164771
ovid,1636651
lizi,1783407
boch,702513
wneb,1157647
slct,1263762
fmn,1199004
uan,1425292
jpt,1679033
pico,830122
ctvz,794929
cee,860489
dbp,1383057
mcmj,1785592
aveo,1325879
frbk,834285
atao,1570937
bcli,1137883
mrge,1623360
trec,7039
dsx,1318885
bfra,1712641
sesn,1485003
frtg,1602813
snfca,318673
elox,1035354
mhf,830487
weys,106532
lomlf,1509397
cxxif,831609
ewlu,1517498
pvac,77159
bcv,9521
essa,1382230
iga,1332943
isba,842517
rbtk,1594204
pdex,788920
chmi,1571776
fnwb,1556727
chmg,763563
very,1575434
pstl,1759774
th,1712189
abeo,318306
mvc,1099941
htoo,1819794
nuze,1527613
algr,1720025
pcb,1423869
pirs,1583648
dyai,1213809
stnd,1492915
tnp,1166663
krus,1772177
apvo,1671584
nmgrf,1649752
bomh,1678746
taqr,1656053
bhr,1574085
fbiz,1521951
sund,1171838
dmo,1478102
pbt,319654
dmac,1401040
flux,1083743
piivx,1557265
levl,1412707
esxb,1323648
slno,1484565
qk,1769256
gdrzf,1072725
leaf,1365038
fstr,352825
tcfc,855874
iin,88790
myfw,1327607
cxe,845606
poetf,1437424
muds,1820727
aqms,1621832
xgn,1274737
earn,1560672
nny,818850
aubn,750574
invu,862651
eml,31107
gsmg,1738758
pebk,1093672
idra,861838
atnm,1388320
tyme,1537917
pai,75398
tdac,1673481
vtvt,1641489
orn,1402829
smed,898770
jhi,759828
ifrx,1708688
ycbd,1644903
ftk,928054
nba,1823882
sama,1754824
pxlw,1040161
inse,1615063
roch,1796303
esq,1531031
cqcq,1569083
airg,1272842
mgf,811922
gmgi,1437925
vmm,895658
ictsf,1010134
ofed,1501078
wpg,1594686
oxsq,1259429
riv,1501072
srev,1310114
ptk,1797099
evbn,842518
csbr,771856
actx,1096950
cfrx,1478069
scph,1604950
rdcm,1016838
eyen,1682639
ebmt,1478454
ovly,1431567
edap,1041934
fncb,1035976
glop,1598655
bwfg,1505732
ayla,1797336
cvlb,948320
zeus,917470
hwbk,893847
lngb,1602706
lsac,1796129
lazy,1721741
ghm,716314
cbio,1124105
immp,1506184
icbk,1470205
iii,1371489
fsfg,1435508
enlv,1596812
ubia,1500242
hie,1519505
mnp,894351
cplp,1392326
jyac,1824119
inod,903651
niobf,1512228
mrln,1260968
dla,1101396
inmb,1711754
mmac,1003201
mcn,1289868
fuaiy,1132571
pfsw,1095315
acbm,1622996
mict,854800
galt,1133416
emkr,808326
smtx,1108320
ihd,1496292
sbfg,767405
lfvn,849146
lsyn,1667489
rebl,1532158
rrd,29669
dnif,1059213
extn,1635881
geos,1001115
hglb,1622148
nbac,1780262
educ,31667
heq,1496749
rgt,1514490
lgiq,1335112
elvt,1651094
infi,1113148
eols,1570562
mbcn,836147
omws,1676852
lptx,1509745
bbf,1137392
calb,1752036
rmi,1746967
mfnc,36506
cban,711669
ngs,1084991
otra,1821318
sieb,65596
edf,1501103
renn,1509223
ccm,1472072
bsgm,1530766
ptmn,1372807
sga,886136
phge,1739174
nmt,897419
ntg,1490286
rdi,716634
fnrn,1114927
adms,1328143
bgsf,1474903
enob,1527728
mlss,855683
banx,1578987
vvpr,1681348
ntz,900391
hrow,1360214
xspa,1410428
ccr,1637558
jsd,1509253
evgn,1574565
zvo,1305323
avct,1704760
fam,1302624
grbx,1419275
siox,1636050
vgi,1528811
nim,890119
nkg,1177219
abti,1442999
cffi,913341
fcco,932781
alya,1734520
resn,1579910
hyre,1713832
lpth,889971
batl,1282648
htbx,1476963
lyra,1327273
fraf,723646
obci,350737
gnca,1457612
ocgn,1372299
prph,868278
sbi,882300
lqda,1819576
inve,1036044
ptn,911216
aht,1232582
lmnl,1351172
jta,1265708
bfin,1303942
sjt,319655
agd,1362481
gdp,943861
cgo,1285650
baf,1181026
ltrx,1114925
azyo,1708527
cxdo,1075736
rbycf,1057791
mrbk,1750735
hqi,1140102
nwin,919864
scyx,1178253
bsvn,1746129
aaic,1209028
mtbc,1582982
rtsl,1575659
mpv,831655
cdr,761648
ksm,846596
ela,701719
sfe,86115
grts,1656634
jeq,866095
vel,1692376
dtf,879535
panl,1606909
zagg,1296205
tsq,1499832
fcuv,1590418
mitt,1514281
pcm,908187
gdl,1378701
rnet,1162112
ygmz,1782037
cmu,809844
xin,1398453
czwi,1367859
pcti,1057083
tmdi,840551
crbp,1595097
agfs,1592016
mlvf,1550603
tcon,1394319
mnsb,1693577
hnw,1388126
plbc,1168455
bsbk,1787414
lov,1705338
cwgl,1562151
adoc,1824884
mfin,1000209
tmrr,1685237
ptrs,832090
gte,1273441
tmrc,1445942
sb,1434754
metc,1687187
mft,891188
bpsr,1557376
iaf,779336
xan,1332551
eq,1746466
ljpc,920465
ung,1376227
pmbc,1109546
urg,1375205
bayk,1034594
ocg,1776067
glg,1556266
pni,1170311
vmar,1813783
rzlt,1509261
lybc,816332
sppp,1539190
trx,1173643
spe,897802
gcv,845611
sfun,1294404
lkco,1487839
tgan,1715768
ae,2178
tsrmf,1431922
agtc,1273636
erh,1279014
cglo,842013
eff,1573698
ubfo,1137547
cizn,1075706
mhgu,808219
ctr,1547341
ltrn,1763950
mepw,1627452
cfbk,1070680
dlhc,785557
aleaf,1754664
plx,1006281
asur,884144
ntox,844538
ggz,1585855
hgbl,849145
fvam,1823465
swz,813623
unb,706863
bfi,1723580
onvo,1497253
aprn,1701114
eman,1046995
dex,1396167
rvsb,1041368
akom,1590496
lxeh,1814067
sd,1349436
fonr,355019
hfus,1482554
kblb,1413119
orgs,1460602
prov,1010470
ktyb,1000232
xyf,1725033
ovbc,894671
drio,1533998
cyad,1637890
basi,720154
ltdh,93205
issc,836690
crvs,1626971
func,763907
fkys,737875
ytra,1516899
enz,316253
ffnw,1401564
vgz,783324
rndb,1667161
elys,1080319
iec,49728
pbip,1578776
fpl,1589420
mags,896494
wwr,839470
mkd,1758736
opbk,1722010
atxi,1644963
acrx,1427925
pyyx,939930
gpic,918580
obsv,1685316
nerv,1598646
lark,1141688
kshb,1604627
nhvcf,1518353
aytu,1385818
bwmy,1656501
chaq,1799850
qnbc,750558
cemi,1092662
krkr,1779476
celc,1603454
atbpd,1583682
cycn,1755237
pgp,1318025
abvc,1173313
ftek,846913
sal,1060219
tti,844965
cbfv,1605301
pbpb,1195734
lsaq,1819113
fcrd,1464963
zom,1684144
kavl,1762239
lmb,1606163
phas,1169245
mdwd,1593984
sup,95552
mrmd,1522767
ap,6176
whg,1165002
inlb,1500123
aih,1757143
mrzm,1413754
avbh,1443575
jls,1472215
cpst,1009759
xfor,1501697
ades,1515156
mntx,1302028
cmt,1026655
nmci,1707210
mreo,1719714
aumn,1011509
jemd,1708261
ormp,1176309
sens,1616543
emyb,1449794
vtgn,1411685
tzoo,1133311
enbp,1437479
kfs,1072627
asm,316888
oncy,1129928
hil,1287808
imnm,1472012
rwbyf,1744345
usdp,1610682
pine,1786117
mack,1274792
iae,1385632
reemf,1419806
csbb,880417
nvos,1138978
cocp,1412486
frevs,36840
nmm,1415921
kulr,1662684
bsd,1089094
brpa,1719406
mpvdf,1004530
brbs,842717
mogo,1602842
xflt,1703079
jax,1617227
dhx,1393883
aero,1316644
sgoc,1412095
clpr,1649096
dcth,872912
ulbi,875657
wei,1734902
nmi,830271
efsi,880641
clsd,1539029
nrbo,1638287
ofs,1487918
mdxl,1601280
zyne,1621443
nxc,885732
pbts,1754323
livk,1790625
fll,891482
gnt,1438893
mfac,1725872
vcif,1517767
feim,39020
arav,1513818
sls,1390478
metx,1796514
nmrd,1602078
lovv,1605780
smwpy,1455634
nuvr,71557
sanw,1477246
twin,100378
pflc,1093728
eaco,784539
asc,1577437
corr,1347652
ctgo,1502377
mn,1524223
ctg,23111
optt,1378140
snwv,1417663
nyc,1595527
ntrb,1676047
exd,1480999
glu,1282957
pavm,1624326
winsf,1640251
acu,2098
lway,814586
qumu,892482
hwin,1632081
nlst,1282631
cev,1074692
hbp,1093082
opof,740971
seel,1017491
mfon,1447380
rbkb,1751783
clir,1434524
epgg,1501862
amst,1807166
egy,894627
rmrm,1452477
lmst,1358356
tc,1743340
pcyg,50471
pnrg,56868
cpss,889609
sdsya,1163609
szc,1506488
ctgl,1498067
lpcn,1535955
avco,1630212
rmti,1041024
hsbi,943033
evoa,728447
refr,793524
cdtx,1610618
cidm,1173204
minm,1467761
stks,1399520
ntic,875582
uone,1041657
novn,1467154
bkgm,1527383
spazf,1337090
clad,1501958
sunw,1172631
opti,1557340
wint,946486
nobh,72205
nine,1532286
cdjm,1024095
bwen,1120370
verb,1566610
sfdl,818677
vblt,1603207
svbi,868271
pnf,1140410
fstx,1566373
ftft,1066923
bksc,1007273
xair,1641631
wkey,1738699
exn,1263011
zgyh,1773086
sach,1682220
atcx,1751143
fat,1705012
rgls,1505512
boxl,1624512
tnxp,1430306
apen,1251769
bbxia,1814974
egif,1575771
tren,1740797
gen,1351051
juvf,714712
edi,1551040
ettx,1724344
tslf,1583001
chra,1730346
epsn,1726126
apm,1734005
xtnt,1453593
cxh,847411
bse,1181024
trib,888721
lub,16099
epm,1006655
petv,1512922
teum,1084384
nwhm,1574596
vlt,846671
bkep,1392091
crecf,1478035
elmd,1488917
hcft,1547546
rpmt,1437283
wstg,945983
asys,720500
cuen,1424657
tllyf,1689382
rive,1590799
gmbl,1451448
stsa,1692830
emcf,858800
lwlg,1325964
glv,1288795
glbd,1524829
mram,1438423
nms,1607997
ktcc,719733
gass,1328919
mchx,1224133
bngo,1411690
cldb,774569
nha,1655544
utgn,832480
ped,1141197
aim,946644
lnsr,1320350
cyap,1230524
gecc,1675033
dlng,1578453
nref,1786248
ubab,704561
kzia,1075880
watt,1575793
ntip,1065078
hsti,1365388
neon,87050
uboh,1087456
hmnf,921183
pgz,1557523
sfbc,1541119
cptp,202947
capr,1133869
gtec,1735041
sinc,1532595
iwbb,1648365
benh,1568139
fxnc,719402
sybx,1527599
stal,1614556
artx,916529
cmtv,718413
wyy,1034760
grrb,1126961
ontx,1130598
sbev,1553788
erdcf,1398972
pei,77281
apcx,1070050
rvph,1742927
qlgn,1460702
moho,1763197
mcac,1803914
lbti,1384135
omex,798528
glmd,1595353
ubcp,731653
evok,1403708
dtrc,1182737
cwbc,1051343
gfed,1046203
vero,1409269
mcc,1490349
reph,1588972
afi,1655075
wter,1532390
usak,883945
mugh,1746119
snd,1529628
cwbr,1522602
isdr,843006
smm,1534293
asln,1722926
amrb,1108236
pcsa,1533743
eea,791718
erlff,1271554
grnq,1597846
tpz,1408201
ffbw,1787384
cbsc,1022183
igc,1326205
soli,1750384
pgtk,1553404
kern,1755953
lsbk,1341318
neph,1196298
psix,1137091
bfgc,1448597
fpocf,1177439
awre,1015739
jhaa,1753217
lxu,60714
aktx,1541157
airrf,1476573
mgen,1590750
fnhc,1069996
evy,1074685
nbw,1178840
blph,1600132
idty,1534154
ssvff,1397616
cxdc,1353970
xteg,1472468
clrb,1279704
rrts,1440024
igap,1506983
svra,1160308
uexcf,1289028
lkcru,1156174
dtea,1627606
alot,8146
ecor,1560258
fmbm,740806
dpw,896493
lacq,1716947
cfbi,1691507
grnv,1788841
lqmt,1141240
trrb,1498232
fcti,1714379
pesi,891532
grow,754811
hjgp,1421819
crws,25895
petz,1684425
cnnc,1410187
dvd,1017673
chuc,1134765
shwz,1622879
kmph,1434647
usau,27093
vabk,1572334
bfy,1176197
ppbt,1614744
seovf,1491434
krbp,1792581
fet,1401257
mfd,1276469
feo,1363438
mito,1696396
iroq,1514743
most,1113513
dgly,1342958
hofv,1708176
bkrrf,1699906
ddf,896923
jmp,1302350
wmpn,1828376
intg,69422
dbe,1383062
numd,1543637
farm,34563
expr,1483510
hepa,1583771
sotk,806172
gvxxf,1490596
kins,33992
alid,1575295
zdge,1667313
viri,1818844
mrkr,1094038
amtx,738214
naii,787253
cosm,1474167
laix,1742056
vnce,1579157
usio,1088034
gec,1082506
bway,1505065
lee,58361
mnpr,1645469
fco,876717
seed,1321851
ipix,1355250
ger,1612875
fgnv,1687919
